"student_id","cohort","gender","age","state","undergrad_gpa","track","conditional_admit"
"lzejqd0bfk","Spring 2021","Male",33.4,"PA",2.81,"Full Time",TRUE
"mjsbz07qhq","Spring 2021",NA,30.9,"AL",3.33,"Full Time",FALSE
"1uyfy3tz0g","Spring 2021","Female",21.9,"IL",3.54,"Accelerated",FALSE
"zl32knxzo5","Spring 2021","Female",30.8,"WI",2.96,"Part Time",FALSE
"c4863v8t4g","Spring 2021",NA,38.4,"MA",3.45,"Part Time",TRUE
"j3hltk6enm","Spring 2021","Female",32.4,"GA",3.73,"Full Time",FALSE
"yhmx9l327s","Spring 2021","Male",39.3,"MO",2.98,"Part Time",FALSE
"a1dh9uvcua","Spring 2021","Male",36.2,"KS",3.41,"Full Time",FALSE
"sj3w92my5a","Spring 2021","Male",31.8,"MN",3.2,"Part Time",FALSE
"2z2fz7hj12","Spring 2021","Male",34.3,NA,3.54,"Full Time",FALSE
"y2i8x0h3xa","Spring 2021","Male",28.5,"WY",3.38,"Full Time",FALSE
"4ni6k7u63u","Spring 2021","Female",32.9,"MN",3.12,"Accelerated",FALSE
"z0rabhtqy7","Spring 2021","Female",35.3,"NJ",NA,"Part Time",TRUE
"cwwdyofedt","Spring 2021","Female",35.9,"CA",3.31,"Part Time",FALSE
"t6nfails50","Spring 2021","Male",41.9,"CA",2.96,"Part Time",FALSE
"b9w9d94ynw","Spring 2021","Female",34.6,"WY",3.22,"Full Time",FALSE
"l3t7itnjdp","Spring 2021","Male",34.1,"SD",3.56,"Accelerated",FALSE
"5z91c9y1tj","Spring 2021","Female",29.4,"MS",2.96,"Full Time",FALSE
"tgo6rbebs7","Spring 2021","Male",36,"FL",2.88,"Full Time",TRUE
"0xi2r90l6d","Spring 2021","Male",42.1,"ID",2.68,"Part Time",TRUE
"1fzqfxlknk","Spring 2021","Female",40,"MT",2.23,"Part Time",TRUE
"y9sc02tvzf","Spring 2021","Female",25.3,"CT",3.24,"Accelerated",FALSE
"i9zpeejxmt","Spring 2021","Female",21.7,"WV",3.08,"Accelerated",FALSE
"k31xzqr0af","Spring 2021","Male",29.3,"ME",3.38,"Full Time",FALSE
"9mkyj0n9ty","Spring 2021","Male",29.9,"HI",3.02,"Accelerated",FALSE
"s1esflanv1","Spring 2021","Female",40.2,"AR",3.02,"Part Time",FALSE
"4wqskrf4cx","Spring 2021","Female",41.8,"RI",3.27,"Part Time",FALSE
"d600nwdmop","Spring 2021","Female",28.3,"NY",3.57,"Full Time",TRUE
"c6zxc23okp","Spring 2021","Female",36.5,"ME",3.12,"Part Time",FALSE
"w0t8jqrx57","Spring 2021","Female",28.7,"NY",3.31,"Full Time",FALSE
"ssp3nq3oj7","Spring 2021","Male",28.4,"CO",3.11,"Full Time",FALSE
"pmhy21rzbx","Spring 2021","Male",33.4,"OR",3.32,"Part Time",FALSE
"gukfbq5s93","Spring 2021","Female",39.5,"IA",2.98,"Part Time",TRUE
"8r7ro5vhhy","Spring 2021","Female",37,"NH",2.79,"Part Time",FALSE
"xsjoitx931","Spring 2021","Male",41,NA,3.41,"Full Time",TRUE
"h8ifvvc1du","Spring 2021","Male",37.2,"OH",3.25,"Part Time",FALSE
"ac0cc68mfy","Spring 2021","Male",34.7,"NY",2.8,"Full Time",FALSE
"vfzu45t4k5","Spring 2021","Female",31.6,"AR",3,"Accelerated",FALSE
"so9ckdaakc","Spring 2021","Female",21.2,"MD",4.07,"Accelerated",FALSE
"tu6ae96wf7","Spring 2021","Female",25.1,NA,3.31,"Full Time",FALSE
"13vmq1k02t","Spring 2021","Male",28,"MD",3.31,"Full Time",FALSE
"0xjh92k6c8","Spring 2021","Female",27.3,"LA",4.07,"Accelerated",FALSE
"9lqqaynl3z","Spring 2021","Male",32.3,"VA",3.23,"Full Time",FALSE
"6v2hiu3zyp","Spring 2021","Male",28.2,"RI",3.44,"Accelerated",FALSE
"6w7kgbg44g","Spring 2021","Female",38,"MO",2.68,"Part Time",FALSE
"r9b7fwd7x9","Spring 2021","Female",36.3,"WY",2.8,"Full Time",FALSE
"zdwhkjx5ov","Spring 2021","Male",37.6,"AZ",3.74,"Part Time",TRUE
"tovvgc47yx","Spring 2021","Female",32.9,"NC",2.99,"Full Time",TRUE
"kna4j497ww","Spring 2021","Male",33.9,"IN",3.76,"Part Time",FALSE
"rjttt2c2i8","Spring 2021","Male",23.3,"TN",NA,"Full Time",FALSE
"lo4w4dxzvo","Spring 2021","Female",40,"MN",2.73,"Part Time",FALSE
"ifkkds0nel","Spring 2021","Male",35.6,"MI",3.25,"Part Time",TRUE
"717zk2axlg","Spring 2021","Male",25.1,NA,2.76,"Accelerated",FALSE
"4nrf279pjk","Spring 2021","Male",33,"AR",2.78,"Accelerated",FALSE
"b6366mfbel","Spring 2021","Female",38,"NC",2.48,"Part Time",FALSE
"9t0ymppylo","Spring 2021","Female",36.7,"LA",NA,"Full Time",TRUE
"ebo3du9u58","Spring 2021","Male",28.9,"ND",3.55,"Part Time",FALSE
"6hlc41pkrz","Spring 2021","Female",21.7,"VT",3.13,"Accelerated",FALSE
"41w8mcx7z5","Spring 2021","Female",40.1,"MA",3.17,"Part Time",FALSE
"vmgkg6x8rm","Spring 2021","Male",34.7,"WI",2.75,"Full Time",FALSE
"8iyfeosfzr","Spring 2021","Female",24.1,NA,3.25,"Accelerated",FALSE
"1oufjpltxq","Spring 2021","Male",22.6,"DE",3.64,"Accelerated",FALSE
"jn19eld6f5","Spring 2021","Male",44.3,NA,2.64,"Part Time",FALSE
"zlwakrkckn","Spring 2021","Male",35.1,"NH",2.62,"Part Time",FALSE
"g33y2mliyu","Spring 2021","Male",43.7,"GA",2.72,"Part Time",TRUE
"q5cb4r5on8","Spring 2021","Female",23,"NM",3.34,"Accelerated",FALSE
"1fgalasxnk","Spring 2021","Female",37.8,"MS",2.88,"Part Time",FALSE
"rg01arj8zt","Spring 2021","Male",22.4,"IL",3.94,"Accelerated",FALSE
"2nz7cv92js","Spring 2021","Male",26,"MA",3.15,"Accelerated",FALSE
"txzuy4tghl","Spring 2021","Male",35.9,"NV",3.16,"Full Time",FALSE
"yj8t7wcgqn","Spring 2021","Female",29.6,"OK",2.87,"Full Time",TRUE
"damd4h7u7a","Spring 2021","Male",31.5,"MI",3.49,"Accelerated",FALSE
"cpsv7kkb6l","Spring 2021","Male",25.1,"PA",3.26,"Accelerated",FALSE
"2tbl5vxq7t","Spring 2021","Female",29.7,"HI",2.67,"Part Time",TRUE
"xrbtma15gn","Spring 2021","Female",36.3,"AR",2.66,"Full Time",FALSE
"7s4pwrmmkg","Spring 2021","Female",31.2,"NM",3.4,"Part Time",FALSE
"hle7zekdtp","Spring 2021","Male",30,"WV",3.26,"Full Time",FALSE
"ww09fkdu8n","Spring 2021","Male",35.5,"AK",3.21,"Full Time",FALSE
"5q1n6205u6","Spring 2021","Male",24.4,"MD",3.47,"Accelerated",FALSE
"je6e0uplo3","Spring 2021","Male",45.5,"OK",NA,"Part Time",TRUE
"zs77180vd6","Spring 2021","Female",29.1,"MO",3.94,"Accelerated",FALSE
"j8en0pbdt1","Spring 2021",NA,40.4,"NJ",2.8,"Part Time",TRUE
"kjtflew26o","Spring 2021","Male",27.4,"NE",2.98,"Accelerated",FALSE
"wdhsmy8ndi","Spring 2021","Female",22.9,"MT",3.03,"Accelerated",FALSE
"a73qe1xqxr","Spring 2021","Female",30.3,NA,3.25,"Accelerated",FALSE
"qpa8mr40b8","Spring 2021","Male",32.9,"VT",3.12,"Full Time",FALSE
"5z3izbj6gt","Spring 2021","Female",40.2,"ID",2.78,"Part Time",FALSE
"p5hpe8awex","Spring 2021","Male",30.5,"ME",3.11,"Part Time",FALSE
"tuxto7pgvb","Spring 2021","Male",31.9,"TN",3.17,"Full Time",FALSE
"2019e6auj8","Spring 2021","Male",37.9,"WY",3.07,"Part Time",FALSE
"3v2zldfjg5","Spring 2021","Male",24.6,"NM",3.28,"Accelerated",FALSE
"abed4m0roj","Spring 2021","Male",38.5,"AR",2.83,"Full Time",FALSE
"f55v5wiixt","Spring 2021","Male",37.4,"GA",3.07,"Part Time",TRUE
"moowz2oq37","Spring 2021","Male",41.5,NA,3.13,"Full Time",FALSE
"f96745czou","Spring 2021","Male",27.5,"TN",NA,"Accelerated",FALSE
"o910pd239i","Spring 2021","Female",41.4,"VA",3.16,"Full Time",FALSE
"kzjtyoj1rb","Spring 2021","Female",24.9,"FL",NA,"Full Time",FALSE
"bckfgprzu3","Spring 2021","Male",29.4,"WA",3.05,"Full Time",TRUE
"bmir1lq90q","Spring 2021","Female",27,"MA",3.49,"Full Time",FALSE
"caekxztz39","Spring 2021","Male",22.3,"NC",3.06,"Accelerated",FALSE
"cy1eeyy1g6","Spring 2021","Female",34.6,"HI",3.15,"Full Time",TRUE
"usfb5orqbn","Spring 2021","Female",42.5,"NM",2.9,"Part Time",FALSE
"22ofp5iams","Spring 2021","Male",24.5,"RI",3.1,"Accelerated",FALSE
"nbz5tfn97o","Spring 2021","Female",20.2,"NY",3.19,"Accelerated",FALSE
"myzyge9syf","Spring 2021","Male",31.8,"FL",2.61,"Full Time",FALSE
"yjdosxtpiu","Spring 2021","Male",27.3,"LA",3.48,"Accelerated",FALSE
"ldiup1munf","Spring 2021","Male",19.6,"CO",3.86,"Accelerated",FALSE
"6dqh5sewsw","Spring 2021","Male",32.5,"NM",NA,"Full Time",FALSE
"fvvtf6u6ft","Spring 2021","Male",24.9,NA,3.21,"Full Time",FALSE
"0eijwl406p","Spring 2021","Female",38,"WA",NA,"Part Time",FALSE
"kuxheooq8t","Spring 2021","Male",34.7,"VT",3.07,"Part Time",TRUE
"xxfot2hm63","Spring 2021","Female",30.9,"IN",2.98,"Part Time",FALSE
"d19ot368dh","Spring 2021","Male",29.4,"NM",3.3,"Accelerated",FALSE
"1vanuii6qq","Spring 2021","Female",42.8,"MA",2.82,"Part Time",TRUE
"vys3xxo40e","Spring 2021","Female",40.4,"OH",3.31,"Part Time",TRUE
"0cy3crkyo5","Spring 2021","Male",24.7,"CT",3.55,"Accelerated",FALSE
"2v5qqhsvi2","Spring 2021","Male",24.5,"MT",2.81,"Full Time",TRUE
"xrqnczkh5s","Spring 2021","Female",22.5,"TX",NA,"Accelerated",FALSE
"2wyi3th1w1","Spring 2021","Male",37.5,"MT",2.99,"Full Time",FALSE
"w4bbooxrip","Spring 2021","Male",25.7,"HI",3.71,"Full Time",FALSE
"gi19cb08o1","Spring 2021","Female",30.9,NA,3.62,"Part Time",TRUE
"1mlxr3yz9j","Spring 2021","Female",27.4,"WA",2.98,"Full Time",FALSE
"v44bytt09s","Spring 2021","Male",31.8,"SC",3.17,"Part Time",TRUE
"y3q6j5y3rw","Spring 2021","Female",33,"NY",3.5,"Accelerated",FALSE
"tb642cl7gr","Spring 2021","Male",22.8,"OR",NA,"Accelerated",FALSE
"tf01rynn3b","Spring 2021","Female",28,"MN",3.24,"Full Time",FALSE
"7f0ebzhyq6","Spring 2021","Male",31.3,"RI",3.76,"Full Time",FALSE
"f6wn9sritb","Spring 2021","Female",29.7,"OR",2.79,"Full Time",FALSE
"lywsw3nypq","Spring 2021","Female",30,"MS",3.83,"Accelerated",FALSE
"rs63lnpdfx","Spring 2021","Male",35.7,"WV",2.76,"Part Time",FALSE
"sxzustf7f6","Spring 2021","Female",32.3,"HI",3.44,"Full Time",FALSE
"i0berhvy2d","Spring 2021","Male",23.9,"DE",3.31,"Full Time",FALSE
"kulvgix5wa","Spring 2021","Female",21.4,"ME",3.4,"Full Time",FALSE
"glxyxfzncy","Spring 2021","Male",30.4,"TX",3.38,"Accelerated",FALSE
"25sat2c6l6","Spring 2021","Male",41.8,"MD",3.18,"Part Time",TRUE
"zpc97owlpx","Spring 2021","Male",33.4,"AZ",3.14,"Part Time",FALSE
"vrbhhohvar","Spring 2021",NA,33,"OH",3.07,"Part Time",FALSE
"eqivc2ssz1","Spring 2021","Male",43.6,"CA",3.51,"Part Time",TRUE
"hphp9mmp2s","Spring 2021","Female",39.3,"WI",3.03,"Part Time",FALSE
"wmams4n408","Spring 2021","Female",25.5,"RI",3.23,"Accelerated",FALSE
"80qz0vu28j","Spring 2021","Female",42.2,"SC",3.38,"Part Time",TRUE
"rh11pahii8","Spring 2021","Female",42.4,"TN",2.33,"Part Time",FALSE
"q6fbq0reyj","Spring 2021","Male",38.3,"ND",3.58,"Full Time",TRUE
"r5ulv6p269","Spring 2021","Male",29.8,"VA",3.13,"Full Time",FALSE
"kicg80dn9e","Spring 2021","Female",28.9,"NM",3.45,"Full Time",FALSE
"04u5ocuu3m","Spring 2021","Male",41.4,"ID",2.98,"Part Time",TRUE
"4halr2mldb","Spring 2021","Male",35.8,NA,2.92,"Part Time",FALSE
"7xhfocf61k","Spring 2021","Female",34.7,NA,3.04,"Full Time",FALSE
"ey1exodg7p","Spring 2021","Female",29,"SC",3.56,"Accelerated",FALSE
"5bxruep29y","Spring 2021","Male",37.2,"MI",2.96,"Full Time",FALSE
"h2qzmkiset","Spring 2021","Female",28,"IL",3.43,"Full Time",FALSE
"rqxteqqmfs","Spring 2021","Female",39.3,"WA",3.11,"Part Time",TRUE
"dh7w8kpzk6","Spring 2021","Male",20.1,"CA",3.15,"Full Time",FALSE
"yu5r0bk7cx","Spring 2021","Female",33.5,"MT",3.26,"Accelerated",FALSE
"arb3xo69mi","Spring 2021","Male",34,"WI",NA,"Part Time",TRUE
"efhjmcuj8k","Spring 2021","Male",31.5,"IL",3.12,"Full Time",FALSE
"9g9mw3v2tn","Spring 2021","Female",35,"FL",3.01,"Part Time",FALSE
